2377 4 3461 4 3198,616
7730 4 7789,617
698 9849,618
3393,619
6866 7382 4 8434,620
7 4314,621
15399 19888,622
22966 697,623
8411 697,624
3373 5116 697,625
4808 4516 10999 697,626
4808 353 473 10999 697,627
18517 697,628
4172 19131 697,629
3523 31073 5116 697,630
10334 3523 10942 697,631
7552 3523 10942 697,632
21876 31073 5116 697,633
4172 116695 697,634
4172 47483 46729 697,635
10069 878 2024 5116 697,636
2417 131392 189726 43120 107223,637
693 1045 43120 697,638
2761 878 2024 5116 15 32871 16,639
150404,640
20660 697,641
878 931 175 1215 473,642
56970 5116 697,643
931 28315 5116 697,644
20328 697,645
27705 697,646
1331 4 9685 4 320 2227,647
1918 4 1814 2227,648
43 2227,649
2465 4 2269 2227,650
2642 2227,651
5765 4 22342 2227,652
115 2227,653
13035 2227,654
1622 4 1669 2227,655
52977 2227,656
13431 4 47590 2227,657
22778 2227,658
421 4 28414 4 33499 2227,659
15672 4 15658 2227,660
1222 2227,661
833 19 2227,662
5913 4 10932 2227,663
937 2227,664
1900 114 7 2227,665
858 65 946,666
622 6047 946,667
50324 104 8205 946,668
10932 1656 946,669
8464 4583,670
43 18030,671
31905 3654,672
4131 4647 7762,673
577 10884,674
34663,675
17543 4 16823,676
16332 44354 4 43856 5419,677
1650 938 7079,678
13162,679
1656 49680,680
6828 2834,681
1731 4 1731 9335,682
43911 1586 7517 1586,683
1650 938 7,684
27519 29098 4 5370 2281,685
11165,686
1331 66132 1073,687
2269 10693,688
577 10812,689
7689 14467,690
577 3651 12301,691
577 12371 12301,692
7689 12301 4 39410,693
10460 2269 4 4938 2269,694
12415 2761,695
10069 18920,696
16759 30214,697
577 2761 4 577 35550,698
2087 114 24221 2761 31883,699
10169 21150 2761,700
35550,701
2761 3654,702
159259 4 5388 8000,703
142147,704
171410,705
109923,706
9947 938 4 18236,707
17204,708
77781,709
884,710
760,711
36795,712
130080,713
3677,714
19460,715
26479,716
106460 36497,717
3932,718
26534,719
38353,720
26223,721
11098,722
3004 11865,723
125288,724
5353 1222 5496 4 12271,725
3782 1222,726
1222 73755,727
1222 12301,728
1222 1669 4 5975,729
21702 878 66 1073,730
1222 3654 578 9421,731
33499 498,732
631 339,733
10932 1526 21457,734
3706 2278,735
41356 15716,736
27058,737
9666 498,738
1289 938,739
26075 1586 4 66069 1586,740
91932,741
47470 938,742
60836 938,743
63203,744
23460,745
28175,746
747 5621,747
371370,748
11386 75277,749
3706,750
4474 5621,751
1937 4 1278,752
29373,753
17808,754
8050 747 938,755
543,756
475 2024 7,757
7473 938,758
34816 2024,759
27792 578 3216 943,760
114549 2024,761
3096 4348,762
4062 475,763
29 943,764
309 3984,765
115,766
19125 475,767
5059 13046,768
2677 2024 4 17848,769
1656 3654,770
577 1656 4 12092,771
577 12092,772
1656 181218,773
2087 1656,774
15109 76529,775
57279 1656 53177 1656,776
15999 3654,777
7424 4647 7762,778
6773 6623 4 9421 9411,779
6773 697,780
123080 7197,781
7424 11654 4 7424 21344,782
6773 10394,783
6082 7424 433,784
2087 24221 7424,785
16349 4 36261,786
41949 4 2281,787
32558,788
2087 25881 235,789
577 25881 235,790
9119 4 17316 31883,791
27 1526 498,792
13816,793
3556 1622 15 22 16,794
3378,795
96741 4937,796
26014 4937,797
2527 65 4937,798
75130 4937,799
11928 4937,800
1650 938 65 4937,801
498 65 4937,802
151201 4937,803
9685 187770 4937,804
622 65 4937,805
938 159467 4937,806
2724 938 65 4937,807
2761 65 4937,808
1045 65 4937,809
1656 65 4937,810
7424 65 4937,811
23994 54730 4937,812
6991 4937,813
9396 4937,814
4009 7,815
6569 4647 7762,816
6569 7079,817
20287 10272 6569,818
7689 6569,819
577 6569,820
41680,821
62752,822
19281,823
11496 4647 7762,824
11496 3654,825
4619,826
4692,827
13031,828
24212,829
6815 3654,830
577 6815,831
2087 6815,832
57178 4 3752 20454,833
63390,834
21439 36840,835
13803 7762,836
6449 1045,837
3003 3654,838
577 3003,839
2087 3003,840
3003 2024,841
30124 8382 29597,842
13870,843
1900,844
21439 4 6815 1873,845
95032,846
3003 1873,847
7424 1873,848
34297,849
258565,850
22342 1873,851
22583 4 15237,852
11496 1873,853
4131 1873,854
153569,855
50522,856
89185 4 81768 4 67540,857
2415,858
127725,859
274 55325,860
9591 52734,861
303328,862
33839 578 19846,863
10893,864
53168,865
15340 5712 475,866
4575 4 5017,867
8671 2024,868
19 4 6872,869
17690 7152,870
3413 4 9314,871
6828 4 12390,872
1371 4 697,873
6161 4 622,874
9829 4 3275,875
8 262,876
5044 65 2227 3900,877
13431 65 2227 3900,878
26200 2227 3900,879
3413 65 2227 3900,880
283416 2227 3900,881
320 65 2227 3900,882
7 65 2227 3900,883
5044 65 3996 3900,884
26200 3996 3900,885
115 65 3996 3900,886
161923 3996 3900,887
3413 65 3996 3900,888
151201 3996 3900,889
339 65 3996 3900,890
320 65 3996 3900,891
7 65 3996 3900,892
1814 4904 107,893
3099 18200 107,894
9050 4 7876,895
3002,896
7 1814 4 4861 58,897
10059 4 514 4 1847 4 8505 4 654,898
3257,899
19428 4 17832,900
4583 8116,901
21064,902
8513,903
7 4861 58,904
1732,905
1721 4 2602 4 2616,906
7108,907
1395,908
1616,909
1670,910
344 4 195 4 214 4 98 73,911
1029 195,912
15788,913
24427,914
976,915
2691,916
5988,917
23240,918
1145,919
10101 1098 101,920
11536 11921 4 2790 58,921
806,922
3115 1727 4 4021,923
12091,924
6186 4 6977,925
18548,926
379 4 861 4 671,927
7878 4 7934,928
8326 4 8958,929
12647,930
15444 4 915 484 4 9950,931
152 3440,932
13349,933
723 1338 5723 228 4 188,934
2897,935
51370,936
3123,937
3685,938
907,939
22255,940
33821,941
7,942
4583 165 4 9089 40,943
19079,944
8399 4 5826 58,945
1335 4 1149,946
7 742,947
1300 4 970 4 731,948
4541 4 60767,949
1590 5489,950
4706 4 3481 4 166,951
11784,952
1283 43712 4 7872,953
8877 4 44127,954
2652 4 80366,955
6898,956
2652 4 143313,957
4732,958
5364 4 5068 74,959
5821,960
32860,961
6556 12638,962
622 6047,963
6568 13711,964
60430,965
13765 95,966
37233 4 35949,967
153246 6379,968
153246 64550,969
153246 7,970
5459,971
142950 1918,972
142950 1814,973
142950 987,974
142950 2717,975
36 373492 3146,976
7 1871 3146,977
5746 7,978
12865,979
218778,980
47813,981
21438,982
21556,983
22970,984
9147,985
7182,986
1062 4 5577 4 14645 4 1703,987
10702,988
5120,989
4572 4 32919,990
467 126 659,991
2637 126 18635,992
11252,993
1193 4 3489,994
2684 2558 2465 2589,995
878 10546,996
7 2527,997
7 2642 4 152 946,998
2449 2393 946 122,999
4125 4 4367,1000
7736 4 561,1001
3942,1002
35057 13285,1003
11378 4 10974,1004
7743,1005
6868,1006
16748,1007
114292 4 167,1008
15112 4 23265,1009
31202,1010
1835,1011
4744,1012
30674,1013
35614,1014
8927,1015
11015,1016
2256,1017
17673,1018
25253,1019
38879,1020
7 2586 1192,1021
25977,1022
999 74 464,1023
3034,1024
1226 1516,1025
15376 61 122,1026
16565 18946 122,1027
21907 4 13728 9295,1028
7410,1029
9348 4 14317,1030
12820,1031
19541,1032
2332 4 2928,1033
2984 305,1034
421 543 1131 4 1477 4 1536,1035
5037 4 1158 4 91 4965,1036
81430 4 439,1037
14447,1038
49987,1039
48328 4 21200,1040
2273,1041
2085 74,1042
339 4 2278 4 5343,1043
3196 122,1044
32085,1045
6705 4 18161,1046
14395,1047
20779,1048
44373,1049
2534 4 11541,1050
10791 4 510,1051
6947 101,1052
1518,1053
14398,1054
6412,1055
21813,1056
153826,1057
14814 258649,1058
7,1059
24825,1060
49713,1061
25620,1062
11337,1063
35511,1064
27036,1065
27 8090,1066
1119 9477,1067
31159,1068
4594,1069
7129,1070
251,1071
5764,1072
12523,1073
10363,1074
8997,1075
511,1076
4393,1077
1927,1078
3159,1079
6289,1080
7913,1081
7,1082
7157 9,1083
1129,1084
21425,1085
37615,1086
10363,1087
4591 4 4751,1088
3292,1089
7,1090
4043 4 1948,1091
1074,1092
3247,1093
4173 4 5413,1094
39151 708,1095
7 605,1096
1453 58,1097
25284,1098
7232 4 6751 167 4 4588,1099
3200 14850,1100
85520,1101
10864,1102
24404,1103
28752 4 29125,1104
38757 4 37585,1105
7840,1106
1441 65,1107
1484 316 65,1108
2287 2934,1109
921 4237,1110
1470 2783,1111
10836 2934,1112
1470 86 956,1113
36628,1114
3173 4 3919 5496,1115
13519,1116
7690,1117
1034 18629,1118
7,1119
20573,1120
3466,1121
7090 4 12935,1122
7921 4 4687,1123
1739,1124
2775,1125
211,1126
3977,1127
8040,1128
10625,1129
7991,1130
9059,1131
2553,1132
2619 4 1057,1133
1258,1134
597,1135
77844,1136
8052,1137
8934,1138
78 17228 1181,1139
9101,1140
575 4 1271,1141
1265 15 22 16,1142
284 15 261 16,1143
184 4 557,1144
312,1145
642,1146
1078,1147
495,1148
2042,1149
22093,1150
20758,1151
47373,1152
1869,1153
2971,1154
3514,1155
9857 4 82 1347,1156
375 107,1157
1428 15 218 5 180 153 16,1158
32533,1159
28881 1835,1160
6090,1161
29442,1162
30516,1163
264696 4 249248,1164
60631,1165
55438,1166
76094,1167
591,1168
4110,1169
3034,1170
29550,1171
24664,1172
63151 4 67401,1173
8025,1174
601 2550 601 873,1175
4440 4 47162,1176
2207,1177
11137,1178
6253 4 5879,1179
12277 4 10110,1180
5575,1181
11517,1182
10082 4 10981,1183
9169,1184
45806,1185
26952,1186
14545,1187
22810,1188
4840 4 5804,1189
5458 4 5774,1190
29823,1191
8982,1192
698 1206 6881,1193
4390,1194
3923,1195
9922,1196
9658,1197
19356,1198
56911,1199
24902 4 5254 70 76,1200
3015,1201
17284,1202
7148,1203
5022 4 8335 4 9401,1204
23520,1205
1835,1206
5538 4 8435,1207
3858,1208
5458,1209
40177,1210
259 4 292 4 229 4 296 162,1211
57471 4 55123,1212
79598,1213
5281 114 9,1214
11044,1215
2296 4 251,1216
39639,1217
887 4 1112,1218
11389,1219
230966 1581,1220
12411 4 13912 4 12416,1221
19185,1222
10411,1223
535,1224
14740,1225
21060,1226
10225,1227
3691,1228
679,1229
12857,1230
7931,1231
3685,1232
34795,1233
1545,1234
13340 4 9081,1235
3380,1236
1140,1237
634 61 122,1238
7 368 65,1239
1496 4 2285 4 2697,1240
22112,1241
18978,1242
80771,1243
11544 15 10730 16 536,1244
21473,1245
7 130 133,1246
332042,1247
504739,1248
6864 4 3506,1249
10922,1250
5121,1251
277,1252
1020,1253
648,1254
1087 277 357 1020 357 648 2588 246,1255
68474,1256
1020 4 1019 4 753,1257
5016,1258
2783,1259
2973 4 2638,1260
772,1261
2006 581,1262
4360,1263
4022 4 2234,1264
4255,1265
279259,1266
2768 16052 433,1267
2768 11513 11654,1268
577 72109,1269
392818 5116 697,1270
25491 76044 697,1271
104826 5116 697,1272
488 5470,1273
663 3754 4 2706,1274
10529 4 9620,1275
3161 125 4 3695 1163,1276
7299 4 8182,1277
8068 4 8516,1278
4056 358 24108,1279
7,1280
1479,1281
951,1282
1129,1283
1240,1284
4440,1285
8 20066 4 25717,1286
11105 4 5129,1287
4978 4 4294 120,1288
1350 4 1373,1289
5103,1290
146082 342,1291
146082 316,1292
466046,1293
146082 11532,1294
44350 9108 316,1295
1695 4156 8,1296
31641,1297
125733,1298
818 5 250449 6001,1299
182 5 6397 6001,1300
808 5 137292,1301
1275 5 15853 6001,1302
1446 5 26998 6001,1303
1446 5 35692 6001,1304
182 5 17300 6001,1305
1254 5 55783 6001,1306
333 5 66858 6001,1307
182 5 2650 6001,1308
345 5 44270 6001,1309
1871 5 9252 6001,1310
168 5 33878 6001,1311
168 5 35758 6001,1312
1275 5 142146 6001,1313
219 5 190206 6001,1314
1275 5 160448 6001,1315
592 5 22631 34 6001,1316
592 5 4990 2581 6001,1317
414 5 198561 6001,1318
1275 5 11302 6001,1319
207 5 17394,1320
592 5 90037 6001,1321
1275 5 121903 6001,1322
1446 5 292625 6001,1323
592 5 20013 6001,1324
715 5 74937 6001,1325
715 5 42740 3840 6001,1326
1275 5 12870 6001,1327
289 5 30441 6001,1328
1275 5 68740 36 6001,1329
706 5 34492 6001,1330
715 5 11433 6001,1331
72 5 3928 522239 6001,1332
148 5 46150 6001,1333
219 5 22 108903 6001,1334
1871 5 12972 6001,1335
345 5 6939,1336
219 5 59934 6001,1337
168 5 176712 6001,1338
1871 5 17234 36 6001,1339
148 5 971 6001,1340
345 5 56891 34 6001,1341
219 5 105220 3 6001,1342
219 5 209963 6001,1343
207 5 8869 25843 6001,1344
182 5 122371 6001,1345
219 5 276563 6001,1346
1446 5 26998 34 219 6001,1347
592 5 116829 6001,1348
207 5 11321 34 6001,1349
182 5 17949 6001,1350
808 5 31910 6001,1351
182 5 11423 6001,1352
219 5 205725 6001,1353
8 8393,1354
24731 3775 1266 15 1266 482 100 324 16,1355
1871 5 23781 11737,1356
59 5 10857 6655 1266 6051 4 6001,1357
702 5 244239 6001,1358
345 5 64229 6001,1359
148 5 150395 6001,1360
345 5 132496 163285 6001,1361
1871 5 128305 6001,1362
1446 5 25070 36,1363
333 5 48621 203648 6001,1364
333 5 280084 6001,1365
1446 5 577 95 3179 6001,1366
345 5 351026 6001,1367
333 5 359322 6001,1368
333 5 50635,1369
345 5 297413 6001,1370
182 5 183692 6001,1371
735 8393,1372
168 5 31566 6001,1373
818 5 500586 6001,1374
148 5 40360 6001,1375
345 5 3398 20821 6001,1376
592 5 22631 366 88217 6001,1377
1275 5 68740 6001,1378
333 5 202227 6001,1379
289 5 1851 2026 6001,1380
1871 5 110664 6001,1381
289 5 162079 6001,1382
808 5 154320 8351 6001,1383
592 5 22631 36 6001,1384
1446 5 159637 6001,1385
345 5 9416 6001,1386
333 5 15 566 553 16 11701 6001,1387
333 5 433344 6001,1388
6015,1389
7 3616 65 4156,1390
21704,1391
7 11120 1192,1392
5475,1393
191348,1394
1892 4 75973,1395
734,1396
7,1397
7316,1398
4265 4 21733,1399
7,1400
1301 30 368,1401
765 4 985 30,1402
2312 4 5781,1403
903 1741,1404
123 15 903 16,1405
3558 28528 24655,1406
138892 946,1407
833 3948 65 946,1408
92820 4 75462 946,1409
2252,1410
5992 4 5460,1411
1418,1412
8715,1413
8 7711,1414
6706 4 15204 15 3175 41445 16,1415
8 3822,1416
491,1417
1819,1418
103616,1419
751 4 1367 4 1492 4 1499 4 1661,1420
2084 4 29519,1421
2084 953,1422
2084 817 4 1307,1423
900 30,1424
5783 30,1425
2036 30,1426
2134 30,1427
2821,1428
7,1429
789 4 720 30,1430
5520 126 3025,1431
3565,1432
306 55615,1433
34506 4 11855,1434
3036 1620 544,1435
23614,1436
6911,1437
732 4 56128,1438
8 360 65,1439
21995,1440
20425 4 12464,1441
9094,1442
4879,1443
12942,1444
5367,1445
3748 4 4700,1446
37083,1447
11503,1448
871 3162,1449
1017,1450
4279,1451
1691,1452
4469,1453
11543,1454
22466,1455
8585 4 10152,1456
3939 4 24043,1457
6635 4 8164,1458
17192,1459
26916,1460
13935,1461
11304,1462
125 7090,1463
26938,1464
309 18801 1192,1465
15499,1466
7858,1467
2716 9,1468
7 226,1469
5222,1470
9351,1471
43334,1472
71906,1473
51462,1474
8573,1475
7,1476
5422,1477
14873 3376 3004,1478
6648 4 4049,1479
2432,1480
82182 3376 3004,1481
12441 18829 210 3004,1482
10434,1483
19743,1484
45179 4 15173 2654,1485
20691,1486
156484,1487
309 218497,1488
30 4 7760,1489
4318,1490
3530 15 528 729 4 4289 4 152 16,1491
5579,1492
23536 4 1571 3671,1493
1068,1494
3318 513,1495
5157,1496
1249,1497
5004,1498
1713,1499
1359 4 2731 4 3018 4 2936,1500
18534,1501
4633 46843,1502
5353 9643 4 22481,1503
6972,1504
2593 4 2649,1505
2237 65,1506
2902 463,1507
4159 463,1508
7542,1509
18293,1510
18964 65,1511
6621,1512
25697 4 25137,1513
34316,1514
6236 5891 1681,1515
8132,1516
8 3109 4 3501,1517
5979,1518
3109 4 3501 2764,1519
265 94 2388 9,1520
5054 3376 3004,1521
34669 11816 3376 3004,1522
244491 4 219665 3376 3004,1523
991 383 3599,1524
75330,1525
27643,1526
43863,1527
7 9,1528
77966,1529
9174,1530
8508 4 6694 4 9431 65,1531
8328 4 8390,1532
17939,1533
15864 4 25654,1534
683,1535
190 4 3053 9,1536
30157 4 7024,1537
22412 4 18680,1538
328803,1539
78 31545 1103,1540
27051,1541
39487,1542
48165 4 74412,1543
137567,1544
5803 3376 3004,1545
152 20188 262,1546
4736,1547
2032 4 205 315 4695 2069,1548
22765,1549
7 2388 1192,1550
33919,1551
2806 4 3573 4 1929 4 1606 30,1552
1852 12655,1553
1072 4 175 412 4 1087,1554
746 1498 4 247,1555
7,1556
211 256 247,1557
151 18012,1558
7026 4 7217,1559
110 4 211 513,1560
7162 4 6933 1728,1561
174 76 788 4 15697,1562
1227 574 4 9490,1563
19518 4 17893,1564
11989,1565
1663 4627 4 1663 20,1566
67789,1567
3225 550,1568
30717,1569
14476 4 210,1570
23764,1571
1992 2236 4 669,1572
60717,1573
7 1663 9470,1574
1862 836 262,1575
236,1576
200,1577
5071,1578
9794,1579
1678 2795,1580
270 2795,1581
1664,1582
10635,1583
6045,1584
680,1585
506 4 1458,1586
1769,1587
3221 4 5624,1588
704,1589
4321,1590
3397,1591
5977,1592
7 72068 392,1593
2256 16671,1594
822 5184,1595
11476,1596
15169,1597
3934,1598
7185,1599
7 4708,1600
4339 10759,1601
6439,1602
1577 4 7718,1603
10404 4 2507,1604
56360,1605
2686,1606
4198,1607
3165,1608
3017,1609
6665,1610
2392,1611
6708,1612
10965,1613
14744,1614
20058,1615
12713,1616
1075,1617
12016,1618
15489,1619
46573,1620
573 4 351 4 1138,1621
6115,1622
5371,1623
12022,1624
1972,1625
537 214,1626
2831 987,1627
17703,1628
38299,1629
8 9,1630
1869,1631
2645,1632
9308,1633
4656,1634
8057,1635
3109 4 3501 6264,1636
45156 1192,1637
112990,1638
339 1501 15 1011 4 1880 4 877 4 1767 16,1639
18821,1640
2529,1641
20696 3376 3004,1642
27643 4 5947 6292,1643
6990,1644
3246 15 3175 22598 16,1645
4381,1646
11262,1647
9334,1648
63538,1649
1236,1650
670 4 619,1651
4028,1652
74312 20,1653
1977 4 10013,1654
1641 10054,1655
1250,1656
3527,1657
14208,1658
20541 4 23852,1659
10763,1660
16547,1661
494 882 114 442 58,1662
5041 15595,1663
145816,1664
74509,1665
50581,1666
14611,1667
3862,1668
7,1669
7321,1670
16853,1671
3187 2975,1672
14299 3187,1673
58540,1674
7,1675
40 122601,1676
5867 4 14387,1677
7488,1678
6903,1679
2380 86 742,1680
8664,1681
55028,1682
3446,1683
35080 4 24677,1684
3861,1685
2359,1686
19478,1687
30002,1688
9412 4 10574,1689
5524,1690
1336 8243 463,1691
